gene	alpha	cvm	lambda.iteration	lambda.min	n.snps	R2	pval
TUBB8	NA	NA	NA	NA	0	NA	NA
ZMYND11	NA	NA	NA	NA	0	NA	NA
DIP2C	NA	NA	NA	NA	0	NA	NA
PRR26	0.5	0.98855974499118	8	0.342561503992233	3	0.00773069412280998	0.160729254999939
LARP4B	0.5	1.00199765722834	15	0.29233500961395	19	0.0034108461842468	0.352029022763237
AL359878.1	NA	NA	NA	NA	0	NA	NA
GTPBP4	NA	NA	NA	NA	0	NA	NA
IDI2	0.5	0.98460564406446	12	0.273044607353014	14	0.0119272722508157	0.0811483154938252
IDI1	0.5	1.0065890816559	12	0.248630132582566	17	0.00238653755452734	0.436406996141323
WDR37	NA	NA	NA	NA	0	NA	NA
ADARB2	0.5	0.987833110603052	9	0.328546144281591	6	0.0083255000765065	0.145447699557237
PFKP	NA	NA	NA	NA	0	NA	NA
PITRM1	NA	NA	NA	NA	0	NA	NA
KLF6	0.5	0.989382542641018	10	0.270013848980582	13	0.00785297603734013	0.157445231399823
AKR1E2	NA	NA	NA	NA	0	NA	NA
AKR1C1	NA	NA	NA	NA	0	NA	NA
AKR1C2	NA	NA	NA	NA	0	NA	NA
AKR1C3	NA	NA	NA	NA	0	NA	NA
AKR1CL1	NA	NA	NA	NA	0	NA	NA
AKR1C4	0.5	0.993942595281891	9	0.298954645611423	14	0.00374411354460712	0.329486120429484
UCN3	NA	NA	NA	NA	0	NA	NA
TUBAL3	NA	NA	NA	NA	0	NA	NA
NET1	NA	NA	NA	NA	0	NA	NA
CALML5	NA	NA	NA	NA	0	NA	NA
CALML3	0.5	0.998452122986054	7	0.315261200994524	10	0.000666733056015683	0.680936491827427
ASB13	NA	NA	NA	NA	0	NA	NA
FAM208B	NA	NA	NA	NA	0	NA	NA
GDI2	0.5	0.99487754426733	11	0.293003974735746	17	0.00475527259580538	0.27166109665715
ANKRD16	NA	NA	NA	NA	0	NA	NA
FBXO18	0.5	1.00640095507388	4	0.376182958260475	3	0.00534947893026886	0.243583078152252
IL15RA	NA	NA	NA	NA	0	NA	NA
IL2RA	NA	NA	NA	NA	0	NA	NA
RBM17	0.5	1.01558524178984	2	0.436823022435571	1	0.0537068939255565	0.000183385706677248
PFKFB3	0.5	1.00033312871667	2	0.427650715169349	4	0.00377290407510006	0.327630087577757
AL137145.1	0.5	0.996350043819762	6	0.364942343225257	4	0.00077137707840976	0.658279768326423
DKFZP667F0711	0.5	1.00559836343024	7	0.345163540630864	4	0.000917430164613936	0.62954683509909
PRKCQ	0.5	1.00311134456802	9	0.294708481888726	11	0.000660129993432365	0.682434218570082
SFMBT2	NA	NA	NA	NA	0	NA	NA
ITIH5	NA	NA	NA	NA	0	NA	NA
ITIH2	0.5	0.99587117326452	7	0.358133976300285	10	0.00251673330901731	0.424146547152875
KIN	0.5	0.963178031260502	19	0.242628920678839	30	0.0332579244537583	0.00340934802499428
ATP5C1	NA	NA	NA	NA	0	NA	NA
TAF3	0.5	1.00373039728963	5	0.367140964155636	2	0.0024284361962981	0.432403636997328
GATA3	NA	NA	NA	NA	0	NA	NA
CELF2	0.5	0.998075644849266	13	0.245647350691898	39	0.00784598255363672	0.157630988660427
USP6NL	NA	NA	NA	NA	0	NA	NA
ECHDC3	NA	NA	NA	NA	0	NA	NA
PROSER2	0.5	1.00166183905342	9	0.346190451796868	8	0.000106235544119931	0.86964430554361
UPF2	NA	NA	NA	NA	0	NA	NA
DHTKD1	NA	NA	NA	NA	0	NA	NA
SEC61A2	NA	NA	NA	NA	0	NA	NA
NUDT5	0.5	1.00222179081779	13	0.283626806251984	22	0.00135499517256182	0.557686963169495
CDC123	0.5	1.00018906411728	13	0.292112393277204	19	0.00498764409130488	0.260229637773787
CAMK1D	0.5	1.00808643843639	2	0.449579873647063	1	0.0158927203611237	0.0438798052056026
CCDC3	NA	NA	NA	NA	0	NA	NA
OPTN	0.5	0.94279355806527	16	0.250549399327136	42	0.0536111080509092	0.000185905631865259
MCM10	0.5	0.995093326864563	4	0.37628260106327	1	0.0010050915713835	0.613632293861025
UCMA	NA	NA	NA	NA	0	NA	NA
PHYH	NA	NA	NA	NA	0	NA	NA
AL138764.1	0.5	1.00170420346508	4	0.393675464534054	2	0.00228952702571988	0.445896398175621
SEPHS1	NA	NA	NA	NA	0	NA	NA
BEND7	0.5	0.990110806758399	7	0.385681806724837	3	0.00650339448859833	0.198415432820482
PRPF18	NA	NA	NA	NA	0	NA	NA
RP11-295P9.3	NA	NA	NA	NA	0	NA	NA
FRMD4A	NA	NA	NA	NA	0	NA	NA
FAM107B	0.5	1.01472534641801	2	0.428117525438732	1	0.065815703509755	3.26166606411106e-05
CDNF	NA	NA	NA	NA	0	NA	NA
HSPA14	NA	NA	NA	NA	0	NA	NA
SUV39H2	NA	NA	NA	NA	0	NA	NA
DCLRE1C	0.5	1.00173723744723	5	0.407025813073688	1	0.00101350175265818	0.612151690223284
MEIG1	NA	NA	NA	NA	0	NA	NA
OLAH	0.5	0.983085669276012	19	0.202631182776079	46	0.024378543224814	0.0123733219041907
ACBD7	NA	NA	NA	NA	0	NA	NA
C10orf111	NA	NA	NA	NA	0	NA	NA
RPP38	0.5	0.990767222407421	7	0.368248904075472	1	0.00577694107926415	0.225550092767406
NMT2	0.5	0.984819831912329	11	0.311463138182696	12	0.0114177308915096	0.0879742266311154
FAM171A1	0.5	1.00537192261484	7	0.326069526243654	11	0.000273815037088968	0.792180571810787
ITGA8	0.5	0.984124664897836	13	0.284462554466432	17	0.0135803062038465	0.0626345978105954
FAM188A	NA	NA	NA	NA	0	NA	NA
PTER	NA	NA	NA	NA	0	NA	NA
C1QL3	NA	NA	NA	NA	0	NA	NA
RSU1	0.5	1.01158356025458	4	0.348610375697682	6	0.00532462362212682	0.244684204627044
CUBN	NA	NA	NA	NA	0	NA	NA
TRDMT1	NA	NA	NA	NA	0	NA	NA
VIM	NA	NA	NA	NA	0	NA	NA
ST8SIA6	NA	NA	NA	NA	0	NA	NA
PTPLA	0.5	1.00528770246187	4	0.34554743394589	3	0.00499845341152359	0.259712500830018
STAM	0.5	1.00353224699501	6	0.346709678781254	3	0.00146214360884443	0.542500247987223
TMEM236	NA	NA	NA	NA	0	NA	NA
MRC1L1	NA	NA	NA	NA	0	NA	NA
TMEM236	NA	NA	NA	NA	0	NA	NA
MRC1	NA	NA	NA	NA	0	NA	NA
SLC39A12	0.5	0.983976146624647	8	0.333491464478014	15	0.0130322099985495	0.0682176350107392
CACNB2	NA	NA	NA	NA	0	NA	NA
NSUN6	NA	NA	NA	NA	0	NA	NA
ARL5B	0.5	0.999807856273613	3	0.411627748526636	2	0.00201785349030877	0.474255440971146
C10orf112	0.5	0.998823034641251	12	0.29601427131034	14	0.00224179821301187	0.450682382068354
PLXDC2	NA	NA	NA	NA	0	NA	NA
NEBL	0.5	0.941858830418368	29	0.158793401339728	65	0.0631778223087825	4.75322906244991e-05
C10orf113	NA	NA	NA	NA	0	NA	NA
CASC10	NA	NA	NA	NA	0	NA	NA
SKIDA1	0.5	0.989920347136093	8	0.322984927761195	7	0.00648360405627744	0.199101909180732
MLLT10	NA	NA	NA	NA	0	NA	NA
DNAJC1	0.5	0.986135054042193	12	0.250923402023774	17	0.012555599321959	0.0735029917499888
EBLN1	0.5	0.991591405019912	12	0.281607959540387	5	0.00518502456998537	0.250982435727281
COMMD3	0.5	1.00039004750001	8	0.285560777937227	4	6.28048027202127e-05	0.899588952560175
BMI1	0.5	0.98442063488974	18	0.233798821157326	19	0.0158911800268651	0.043890116582596
SPAG6	NA	NA	NA	NA	0	NA	NA
PIP4K2A	NA	NA	NA	NA	0	NA	NA
ARMC3	NA	NA	NA	NA	0	NA	NA
MSRB2	0.5	1.00105965772909	25	0.137623725013603	61	0.0147044647719868	0.0526411051624854
PTF1A	NA	NA	NA	NA	0	NA	NA
C10orf115	NA	NA	NA	NA	0	NA	NA
C10orf67	NA	NA	NA	NA	0	NA	NA
OTUD1	NA	NA	NA	NA	0	NA	NA
KIAA1217	0.5	0.985169536132604	11	0.292679482893272	14	0.0121569497964478	0.0782593672343185
AL353583.1	0.5	0.986024721393805	10	0.289075385866526	10	0.0103951774586954	0.103616399874436
ARHGAP21	NA	NA	NA	NA	0	NA	NA
PRTFDC1	0.5	1.00581551635557	5	0.378789931033969	4	0.00309350414981911	0.375488405480055
ENKUR	0.5	0.993411515236275	6	0.322010640214627	8	0.002811012746996	0.398252313879858
THNSL1	NA	NA	NA	NA	0	NA	NA
GPR158	NA	NA	NA	NA	0	NA	NA
MYO3A	NA	NA	NA	NA	0	NA	NA
GAD2	NA	NA	NA	NA	0	NA	NA
APBB1IP	0.5	0.996670192112733	7	0.326431424531895	9	0.00098181537784753	0.617770924037199
