gene	alpha	cvm	lambda.iteration	lambda.min	n.snps	R2	pval
TUBB8	NA	NA	NA	NA	0	NA	NA
ZMYND11	NA	NA	NA	NA	0	NA	NA
DIP2C	NA	NA	NA	NA	0	NA	NA
PRR26	0.95	0.99913406643372	2	0.234371682817725	1	0.00351967150507845	0.416169969656493
LARP4B	NA	NA	NA	NA	0	NA	NA
AL359878.1	NA	NA	NA	NA	0	NA	NA
GTPBP4	NA	NA	NA	NA	0	NA	NA
IDI2	0.95	0.980872503528358	9	0.193963128453919	10	0.0143192152820064	0.100079309699981
IDI1	0.95	0.999443200693787	16	0.134964868894544	22	0.00772121416928704	0.227990636818703
WDR37	NA	NA	NA	NA	0	NA	NA
ADARB2	NA	NA	NA	NA	0	NA	NA
PFKP	NA	NA	NA	NA	0	NA	NA
PITRM1	NA	NA	NA	NA	0	NA	NA
KLF6	NA	NA	NA	NA	0	NA	NA
AKR1E2	0.95	1.00235826317192	4	0.242939480736	2	0.00138091936544621	0.610737543270112
AKR1C1	NA	NA	NA	NA	0	NA	NA
AKR1C2	NA	NA	NA	NA	0	NA	NA
AKR1C3	NA	NA	NA	NA	0	NA	NA
AKR1CL1	NA	NA	NA	NA	0	NA	NA
AKR1C4	0.95	1.00749887481299	5	0.221146384216063	5	0.00126645364812797	0.625936588824341
UCN3	0.95	1.00394149566164	6	0.203981318055892	7	4.55636465881337e-06	0.976682103657767
TUBAL3	0.95	0.994052212886252	16	0.131286517585545	30	0.0156042476286861	0.0859368340053116
NET1	0.95	1.00294517120938	7	0.241533247735658	4	2.99105816572435e-06	0.981106447211921
CALML5	NA	NA	NA	NA	0	NA	NA
CALML3	NA	NA	NA	NA	0	NA	NA
ASB13	NA	NA	NA	NA	0	NA	NA
FAM208B	NA	NA	NA	NA	0	NA	NA
GDI2	NA	NA	NA	NA	0	NA	NA
ANKRD16	0.95	0.970356898020574	13	0.165336793878799	17	0.0265500819051495	0.0246904513491491
FBXO18	0.95	1.00437897650004	20	0.118010138483322	54	0.0227991412919653	0.0375705082964981
IL15RA	NA	NA	NA	NA	0	NA	NA
IL2RA	0.95	0.960308654373168	12	0.164335620468076	23	0.0360158416843577	0.00872798155005722
RBM17	NA	NA	NA	NA	0	NA	NA
PFKFB3	0.95	0.999470698972686	4	0.232960835065326	1	0.00111826266655345	0.646930190174749
AL137145.1	NA	NA	NA	NA	0	NA	NA
DKFZP667F0711	0.95	1.01663205727965	6	0.202046940218628	5	0.00246395827299832	0.496428034220804
PRKCQ	NA	NA	NA	NA	0	NA	NA
SFMBT2	NA	NA	NA	NA	0	NA	NA
ITIH5	NA	NA	NA	NA	0	NA	NA
ITIH2	0.95	0.972818124483755	9	0.226811620563844	2	0.0264341034072013	0.0250109351747952
KIN	NA	NA	NA	NA	0	NA	NA
ATP5C1	NA	NA	NA	NA	0	NA	NA
TAF3	NA	NA	NA	NA	0	NA	NA
GATA3	NA	NA	NA	NA	0	NA	NA
CELF2	NA	NA	NA	NA	0	NA	NA
USP6NL	NA	NA	NA	NA	0	NA	NA
ECHDC3	0.95	0.995825547773377	7	0.219819357252229	4	0.00193735893567595	0.546508919489383
PROSER2	NA	NA	NA	NA	0	NA	NA
UPF2	0.95	0.973943943092519	11	0.183234622298169	5	0.0209151544644028	0.0465047903137076
DHTKD1	NA	NA	NA	NA	0	NA	NA
SEC61A2	NA	NA	NA	NA	0	NA	NA
NUDT5	NA	NA	NA	NA	0	NA	NA
CDC123	0.95	0.966687710485624	10	0.203060594952058	3	0.0310320978593723	0.0150485629161097
CAMK1D	NA	NA	NA	NA	0	NA	NA
CCDC3	NA	NA	NA	NA	0	NA	NA
OPTN	NA	NA	NA	NA	0	NA	NA
MCM10	0.95	1.00413404185773	5	0.217183443402836	3	0.000622918904209155	0.732493836406031
UCMA	NA	NA	NA	NA	0	NA	NA
PHYH	0.95	0.942966955169988	28	0.0877175690247058	66	0.0669109761416559	0.000313913196258305
AL138764.1	NA	NA	NA	NA	0	NA	NA
SEPHS1	0.95	0.990391181732615	6	0.199884746802553	8	0.00613638292479362	0.282687896065618
BEND7	NA	NA	NA	NA	0	NA	NA
PRPF18	NA	NA	NA	NA	0	NA	NA
RP11-295P9.3	NA	NA	NA	NA	0	NA	NA
FRMD4A	NA	NA	NA	NA	0	NA	NA
FAM107B	0.95	1.0060622115011	6	0.202723389156182	3	0.000444090681771379	0.77289300927811
CDNF	NA	NA	NA	NA	0	NA	NA
HSPA14	0.95	0.997126234560606	6	0.200119938928532	5	0.000419601274861686	0.779077808842693
SUV39H2	NA	NA	NA	NA	0	NA	NA
DCLRE1C	0.95	1.00162002960589	14	0.133905273344547	25	0.00662893768992569	0.264112824425207
MEIG1	0.95	0.960142715313927	11	0.174170895582703	8	0.0348456381112254	0.00991457150642842
OLAH	0.95	1.00076971101793	15	0.170019875581088	13	0.00495590156431674	0.334461491412775
ACBD7	NA	NA	NA	NA	0	NA	NA
C10orf111	NA	NA	NA	NA	0	NA	NA
RPP38	NA	NA	NA	NA	0	NA	NA
NMT2	NA	NA	NA	NA	0	NA	NA
FAM171A1	NA	NA	NA	NA	0	NA	NA
ITGA8	NA	NA	NA	NA	0	NA	NA
FAM188A	NA	NA	NA	NA	0	NA	NA
PTER	0.95	1.00481398328331	7	0.20487103063587	2	0.000371607921825775	0.791789130283325
C1QL3	0.95	1.00038607830852	2	0.27135388729989	2	0.000246863273986393	0.829644533316062
RSU1	NA	NA	NA	NA	0	NA	NA
CUBN	NA	NA	NA	NA	0	NA	NA
TRDMT1	NA	NA	NA	NA	0	NA	NA
VIM	0.95	1.0144366814524	2	0.234069531677202	2	0.0146288899889805	0.0964553378636388
ST8SIA6	NA	NA	NA	NA	0	NA	NA
PTPLA	NA	NA	NA	NA	0	NA	NA
STAM	NA	NA	NA	NA	0	NA	NA
TMEM236	NA	NA	NA	NA	0	NA	NA
MRC1L1	NA	NA	NA	NA	0	NA	NA
TMEM236	0.95	0.99762552479021	5	0.248430638490602	1	0.000449592447795401	0.771529094311799
MRC1	NA	NA	NA	NA	0	NA	NA
SLC39A12	0.95	0.955738389518688	14	0.150093994326019	20	0.0400227531725576	0.00565003046718569
CACNB2	0.95	1.01296623217898	5	0.22304118832038	1	0.0076491706664206	0.230181337168261
NSUN6	0.95	0.986508336966393	6	0.246763249222725	1	0.00880783747703632	0.197766151337636
ARL5B	NA	NA	NA	NA	0	NA	NA
C10orf112	NA	NA	NA	NA	0	NA	NA
PLXDC2	0.95	0.972607261202065	16	0.132232814394009	32	0.0308139970757771	0.0154135330958203
NEBL	0.95	1.0120647045347	5	0.198456126383092	2	0.0115710034068384	0.139612384381099
C10orf113	0.95	0.998081488787241	8	0.19690300054903	1	4.729355584236e-05	0.924974983639245
CASC10	NA	NA	NA	NA	0	NA	NA
SKIDA1	0.95	0.996084654229773	11	0.16814002107479	9	0.00474511601784884	0.344981618328936
MLLT10	NA	NA	NA	NA	0	NA	NA
DNAJC1	NA	NA	NA	NA	0	NA	NA
EBLN1	0.95	0.998360700462912	5	0.20300509392803	4	7.76363406355768e-06	0.969565267775714
COMMD3	0.95	4.4532311691748	100	0.00252645672804053	211	0.00109997356704082	0.649636002596852
BMI1	0.95	0.998112532818283	9	0.219426248940519	1	9.73834720761761e-05	0.892508393207592
SPAG6	NA	NA	NA	NA	0	NA	NA
PIP4K2A	0.95	0.98633651813944	7	0.210511395779013	1	0.00888201331355177	0.195880335231509
ARMC3	NA	NA	NA	NA	0	NA	NA
MSRB2	NA	NA	NA	NA	0	NA	NA
PTF1A	NA	NA	NA	NA	0	NA	NA
C10orf115	NA	NA	NA	NA	0	NA	NA
C10orf67	NA	NA	NA	NA	0	NA	NA
OTUD1	0.95	0.994437216411656	7	0.223540122389797	5	0.00245596255222457	0.497128402602582
KIAA1217	NA	NA	NA	NA	0	NA	NA
AL353583.1	0.95	0.970388099998342	20	0.111679176541908	31	0.0372485546973494	0.00763314050490606
ARHGAP21	NA	NA	NA	NA	0	NA	NA
PRTFDC1	0.95	0.963847434754542	11	0.210103783746532	5	0.0340936824946446	0.0107622773260057
ENKUR	NA	NA	NA	NA	0	NA	NA
THNSL1	NA	NA	NA	NA	0	NA	NA
GPR158	NA	NA	NA	NA	0	NA	NA
MYO3A	0.95	0.986247802365676	15	0.133783866014857	29	0.0169893444939351	0.0730600638725919
GAD2	0.95	0.967227548847609	11	0.184773930138873	10	0.0290044720009352	0.0188129310428012
APBB1IP	NA	NA	NA	NA	0	NA	NA
PDSS1	NA	NA	NA	NA	0	NA	NA
ABI1	0.95	1.01430710432013	3	0.218757195102818	1	0.0413227673181472	0.00490873909174389
ANKRD26	0.95	0.98689809134155	11	0.15480805911707	9	0.012143520038924	0.130137615163598
YME1L1	NA	NA	NA	NA	0	NA	NA
MASTL	NA	NA	NA	NA	0	NA	NA
