gene	alpha	cvm	lambda.iteration	lambda.min	n.snps	R2	pval
TUBB8	NA	NA	NA	NA	0	NA	NA
ZMYND11	NA	NA	NA	NA	0	NA	NA
DIP2C	NA	NA	NA	NA	0	NA	NA
PRR26	0.5	0.999131743772992	2	0.445306197353678	1	0.00495079315650535	0.334711346314828
LARP4B	NA	NA	NA	NA	0	NA	NA
AL359878.1	NA	NA	NA	NA	0	NA	NA
GTPBP4	NA	NA	NA	NA	0	NA	NA
IDI2	0.5	0.97898479042325	9	0.368529944062446	10	0.01587414657875	0.0832490608479955
IDI1	0.5	0.973479690496946	16	0.256433250899634	25	0.027691122741488	0.0217536766810479
WDR37	NA	NA	NA	NA	0	NA	NA
ADARB2	NA	NA	NA	NA	0	NA	NA
PFKP	NA	NA	NA	NA	0	NA	NA
PITRM1	NA	NA	NA	NA	0	NA	NA
KLF6	NA	NA	NA	NA	0	NA	NA
AKR1E2	0.5	1.00087056569862	5	0.440605262157675	3	0.000360626737716137	0.794819344457161
AKR1C1	NA	NA	NA	NA	0	NA	NA
AKR1C2	NA	NA	NA	NA	0	NA	NA
AKR1C3	NA	NA	NA	NA	0	NA	NA
AKR1CL1	NA	NA	NA	NA	0	NA	NA
AKR1C4	0.5	1.00716448136007	5	0.420178130010519	6	0.00202293800257402	0.537771028881318
UCN3	0.5	1.00330380541647	6	0.387564504306194	7	6.01345974523111e-05	0.915434219275523
TUBAL3	0.5	0.992650805044937	16	0.249444383412536	40	0.0146510259627374	0.096201783889648
NET1	0.5	1.00171900315686	15	0.316311047519682	19	0.005703237316447	0.300398739677143
CALML5	NA	NA	NA	NA	0	NA	NA
CALML3	NA	NA	NA	NA	0	NA	NA
ASB13	NA	NA	NA	NA	0	NA	NA
FAM208B	NA	NA	NA	NA	0	NA	NA
GDI2	NA	NA	NA	NA	0	NA	NA
ANKRD16	0.5	0.969080582728839	13	0.314139908369719	18	0.0266114835610311	0.0245224933154317
FBXO18	0.5	0.99353126147857	20	0.224219263118313	71	0.0247111895556118	0.0303104192962131
IL15RA	NA	NA	NA	NA	0	NA	NA
IL2RA	0.5	0.956857487698046	12	0.312237678889345	31	0.0384086221441447	0.00672998526859468
RBM17	NA	NA	NA	NA	0	NA	NA
PFKFB3	0.5	1.00014284791245	4	0.44262558662412	1	0.00283591705490392	0.465561016374682
AL137145.1	NA	NA	NA	NA	0	NA	NA
DKFZP667F0711	0.5	1.01527063051733	6	0.383889186415393	5	0.00406192958829559	0.38233947817003
PRKCQ	NA	NA	NA	NA	0	NA	NA
SFMBT2	NA	NA	NA	NA	0	NA	NA
ITIH5	NA	NA	NA	NA	0	NA	NA
ITIH2	0.5	0.976271150230825	9	0.430942079071303	5	0.0223210439737759	0.0396535315593109
KIN	NA	NA	NA	NA	0	NA	NA
ATP5C1	NA	NA	NA	NA	0	NA	NA
TAF3	NA	NA	NA	NA	0	NA	NA
GATA3	NA	NA	NA	NA	0	NA	NA
CELF2	NA	NA	NA	NA	0	NA	NA
USP6NL	NA	NA	NA	NA	0	NA	NA
ECHDC3	0.5	0.995454501131573	7	0.417656778779235	6	0.00154647296383392	0.59009927726604
PROSER2	0.5	1.01856758489034	24	0.184611864775646	67	0.0191119313449058	0.0571506120802799
UPF2	0.5	0.976516552662272	11	0.348145782366521	9	0.0184028510276873	0.0620132503119676
DHTKD1	NA	NA	NA	NA	0	NA	NA
SEC61A2	NA	NA	NA	NA	0	NA	NA
NUDT5	NA	NA	NA	NA	0	NA	NA
CDC123	0.5	0.970519345837432	10	0.38581513040891	4	0.02755774218044	0.0220775888079318
CAMK1D	NA	NA	NA	NA	0	NA	NA
CCDC3	NA	NA	NA	NA	0	NA	NA
OPTN	NA	NA	NA	NA	0	NA	NA
MCM10	0.5	1.00563422580833	5	0.412648542465389	3	0.00207337279135031	0.532739935527601
UCMA	NA	NA	NA	NA	0	NA	NA
PHYH	0.5	0.939666392055717	30	0.151857465709373	81	0.0713862045262902	0.000194139947255655
AL138764.1	NA	NA	NA	NA	0	NA	NA
SEPHS1	0.5	0.99389174865088	6	0.379781018924851	8	0.00333077050293988	0.428986953595746
BEND7	NA	NA	NA	NA	0	NA	NA
PRPF18	NA	NA	NA	NA	0	NA	NA
RP11-295P9.3	NA	NA	NA	NA	0	NA	NA
FRMD4A	NA	NA	NA	NA	0	NA	NA
FAM107B	0.5	1.00647349864866	6	0.385174439396746	4	0.00140056246102263	0.608209460699939
CDNF	NA	NA	NA	NA	0	NA	NA
HSPA14	0.5	0.99722268428256	6	0.380227883964211	7	0.000177575666969565	0.855206987188791
SUV39H2	NA	NA	NA	NA	0	NA	NA
DCLRE1C	0.5	1.00047273684911	15	0.242856236818845	35	0.00725051306829069	0.242771086072417
MEIG1	0.5	0.963844051094584	11	0.330924701607136	11	0.0312504810529578	0.0146919514831512
OLAH	0.5	1.00753681480355	15	0.323037763604067	13	0.00146315078760972	0.600300617803729
ACBD7	NA	NA	NA	NA	0	NA	NA
C10orf111	NA	NA	NA	NA	0	NA	NA
RPP38	NA	NA	NA	NA	0	NA	NA
NMT2	NA	NA	NA	NA	0	NA	NA
FAM171A1	NA	NA	NA	NA	0	NA	NA
ITGA8	NA	NA	NA	NA	0	NA	NA
FAM188A	NA	NA	NA	NA	0	NA	NA
PTER	0.5	1.0055170217419	6	0.407789626070343	2	0.00357601177125212	0.412457150994081
C1QL3	0.5	0.996749842010802	16	0.268819869298887	34	0.0120052128137794	0.132359324893643
RSU1	NA	NA	NA	NA	0	NA	NA
CUBN	NA	NA	NA	NA	0	NA	NA
TRDMT1	NA	NA	NA	NA	0	NA	NA
VIM	0.5	1.01446776206204	2	0.444732110186684	2	0.019651698777189	0.053718994913322
ST8SIA6	NA	NA	NA	NA	0	NA	NA
PTPLA	NA	NA	NA	NA	0	NA	NA
STAM	NA	NA	NA	NA	0	NA	NA
TMEM236	NA	NA	NA	NA	0	NA	NA
MRC1L1	NA	NA	NA	NA	0	NA	NA
TMEM236	0.5	0.997104596297362	7	0.430085416014193	4	0.000893838540181908	0.682190638373512
MRC1	NA	NA	NA	NA	0	NA	NA
SLC39A12	0.5	0.954212829789142	14	0.285178589219436	27	0.0408749575281434	0.00515229610798391
CACNB2	NA	NA	NA	NA	0	NA	NA
NSUN6	0.5	0.989619344768802	6	0.468850173523178	1	0.00531198074666393	0.317635963058959
ARL5B	NA	NA	NA	NA	0	NA	NA
C10orf112	NA	NA	NA	NA	0	NA	NA
PLXDC2	0.5	0.972285611361256	16	0.251242347348617	40	0.0291194693685544	0.0185756567959534
NEBL	0.5	1.01205971733776	5	0.377066640127875	3	0.014505710082404	0.0978795515208581
C10orf113	0.5	0.999094166672292	8	0.374115701043157	1	0.00064440899512106	0.728097046374768
CASC10	NA	NA	NA	NA	0	NA	NA
SKIDA1	0.5	0.991004899669546	13	0.291085557530063	16	0.00835819520833831	0.209662363113568
MLLT10	NA	NA	NA	NA	0	NA	NA
DNAJC1	NA	NA	NA	NA	0	NA	NA
EBLN1	0.5	0.99893124741211	6	0.368178578296634	6	2.20607876699773e-06	0.983773596288607
COMMD3	0.5	4.10480894833324	98	0.00526828796618261	264	0.00034516641380389	0.799170231204055
BMI1	0.5	0.999568572570792	9	0.416909872986986	1	9.6687197775663e-05	0.89289104892299
SPAG6	NA	NA	NA	NA	0	NA	NA
PIP4K2A	0.5	0.988960021088595	7	0.399971651980126	1	0.0060092968464284	0.287743818923745
ARMC3	NA	NA	NA	NA	0	NA	NA
MSRB2	NA	NA	NA	NA	0	NA	NA
PTF1A	NA	NA	NA	NA	0	NA	NA
C10orf115	NA	NA	NA	NA	0	NA	NA
C10orf67	NA	NA	NA	NA	0	NA	NA
OTUD1	0.5	0.993419100728622	7	0.424726232540615	9	0.00270877245539077	0.475751572307949
KIAA1217	NA	NA	NA	NA	0	NA	NA
AL353583.1	0.5	0.967135358170038	21	0.20254605265775	35	0.0383291931816006	0.00678822136543782
ARHGAP21	NA	NA	NA	NA	0	NA	NA
PRTFDC1	0.5	0.968906919349175	11	0.399197189118411	5	0.0295376362250084	0.0177383641188475
ENKUR	NA	NA	NA	NA	0	NA	NA
THNSL1	NA	NA	NA	NA	0	NA	NA
GPR158	NA	NA	NA	NA	0	NA	NA
MYO3A	0.5	0.982255947865212	16	0.242636047378397	33	0.0189074331683196	0.0585103168078319
GAD2	0.5	0.966762328271499	11	0.351070467263859	11	0.0306686700559886	0.0156617280237495
APBB1IP	NA	NA	NA	NA	0	NA	NA
PDSS1	NA	NA	NA	NA	0	NA	NA
ABI1	0.5	1.01398574822091	3	0.415638670695355	1	0.0483808226110981	0.00229363373773543
ANKRD26	0.5	0.989949252404504	11	0.294135312322434	12	0.00876486727637165	0.19886827902322
YME1L1	NA	NA	NA	NA	0	NA	NA
MASTL	NA	NA	NA	NA	0	NA	NA
