gene	alpha	cvm	lambda.iteration	lambda.min	n.snps	R2	pval
TUBB8	0.5	0.999861455138238	9	0.271648843526473	4	0.000135766965764622	0.839922916130232
ZMYND11	NA	NA	NA	NA	0	NA	NA
DIP2C	0.5	1.00311177679128	3	0.362857852080833	1	0.00822710523079165	0.115120806036616
PRR26	NA	NA	NA	NA	0	NA	NA
LARP4B	0.5	0.996096040120126	7	0.317387983024894	4	0.00140315889124766	0.515967616651889
AL359878.1	NA	NA	NA	NA	0	NA	NA
GTPBP4	0.5	1.009955251437	7	0.293807077786155	6	0.00212331283548105	0.424169266853583
IDI2	NA	NA	NA	NA	0	NA	NA
IDI1	0.5	0.984481900981422	9	0.32004538089961	8	0.0135137878103267	0.0431735068537965
WDR37	0.5	0.992331215294368	9	0.260581129019479	15	0.00505542227962878	0.217164475446232
ADARB2	NA	NA	NA	NA	0	NA	NA
PFKP	0.5	1.00161384322865	6	0.321319875993774	3	0.000534803476800369	0.688465415046373
PITRM1	0.5	1.00024440803002	5	0.424980420280752	1	0.000384560001550053	0.733875718552862
KLF6	0.5	0.993320935158944	13	0.244709213262941	35	0.00880013912024129	0.10314992642549
AKR1E2	NA	NA	NA	NA	0	NA	NA
AKR1C1	NA	NA	NA	NA	0	NA	NA
AKR1C2	NA	NA	NA	NA	0	NA	NA
AKR1C3	0.5	0.96422292177029	20	0.165455755478131	67	0.0414892230803895	0.000359140419830438
AKR1CL1	NA	NA	NA	NA	0	NA	NA
AKR1C4	NA	NA	NA	NA	0	NA	NA
UCN3	0.5	0.99438357965606	10	0.31524191214934	9	0.0037774440201542	0.286229200706958
TUBAL3	0.5	0.998180458198083	5	0.335045467308598	4	1.92496906524778e-05	0.939374124038192
NET1	0.5	0.993268619626634	7	0.3584094272377	1	0.0034792528973945	0.306120392439721
CALML5	0.5	1.00071832519102	2	0.376131951848116	1	0.00564848592916436	0.192002392416553
CALML3	0.5	0.963951529635165	19	0.219564305502816	30	0.0332769916405446	0.00142747055274885
ASB13	NA	NA	NA	NA	0	NA	NA
FAM208B	NA	NA	NA	NA	0	NA	NA
GDI2	NA	NA	NA	NA	0	NA	NA
ANKRD16	NA	NA	NA	NA	0	NA	NA
FBXO18	NA	NA	NA	NA	0	NA	NA
IL15RA	NA	NA	NA	NA	0	NA	NA
IL2RA	0.5	0.955816847353197	21	0.163547056799837	76	0.0537940775513042	4.57557278857918e-05
RBM17	NA	NA	NA	NA	0	NA	NA
PFKFB3	NA	NA	NA	NA	0	NA	NA
AL137145.1	0.5	0.989513767505789	13	0.232275921214588	29	0.0116381763767909	0.0607132507518183
DKFZP667F0711	0.5	0.987381757396838	12	0.251696205287817	22	0.0111991429823285	0.0658185735070115
PRKCQ	NA	NA	NA	NA	0	NA	NA
SFMBT2	NA	NA	NA	NA	0	NA	NA
ITIH5	NA	NA	NA	NA	0	NA	NA
ITIH2	0.5	0.988162409365719	12	0.242282402704371	27	0.0106299556223811	0.0731264501679363
KIN	0.5	0.997245797857676	7	0.282695256327453	11	0.00182099948994501	0.45925486504027
ATP5C1	NA	NA	NA	NA	0	NA	NA
TAF3	0.5	1.00117072047934	6	0.321826058208904	6	4.50393090534541e-05	0.907384310255048
GATA3	0.5	1.00005235912348	8	0.307809842008669	8	0.000235252159172544	0.790317846132965
CELF2	NA	NA	NA	NA	0	NA	NA
USP6NL	0.5	1.00263417154594	3	0.408368201944903	1	0.00605626977148192	0.176666340695408
ECHDC3	0.5	1.00264114892486	6	0.328261114389049	3	0.000720514855637534	0.641648177152292
PROSER2	0.5	1.00440267095705	17	0.190484134259638	44	0.0085924019092534	0.107324642590728
UPF2	0.5	1.0096162527669	9	0.262438984245386	14	0.000159853590763922	0.826509765169357
DHTKD1	NA	NA	NA	NA	0	NA	NA
SEC61A2	NA	NA	NA	NA	0	NA	NA
NUDT5	NA	NA	NA	NA	0	NA	NA
CDC123	0.5	0.998209208362576	7	0.308035437144976	4	0.000656013719136744	0.656992840194866
CAMK1D	0.5	0.989906565813383	9	0.310559660483245	7	0.00684488101589932	0.150817448291128
CCDC3	NA	NA	NA	NA	0	NA	NA
OPTN	0.5	0.996927221998258	8	0.30959145644892	12	0.00250739315214861	0.385080696444246
MCM10	0.5	0.973043956569939	13	0.207874100264148	40	0.0244937940456141	0.00633638025009614
UCMA	NA	NA	NA	NA	0	NA	NA
PHYH	NA	NA	NA	NA	0	NA	NA
