gene	alpha	cvm	lambda.iteration	lambda.min	n.snps	R2	pval
TUBB8	0.05	0.998568633874472	16	2.05560916080869	28	0.00156104619756798	0.506475964479904
ZMYND11	0.05	1.0053091893975	14	2.18976315462984	34	8.64024708546085e-06	0.960596300462307
DIP2C	NA	NA	NA	NA	0	NA	NA
PRR26	0.05	0.994850943993781	7	3.24170253651412	12	0.00168341087239655	0.490255635783898
LARP4B	0.05	0.942596915964523	27	1.42585017768812	175	0.0555571426742057	5.85838554857434e-05
AL359878.1	NA	NA	NA	NA	0	NA	NA
GTPBP4	0.05	0.991587928969614	19	1.69109776560984	110	0.00984436417814044	0.0945693507624071
IDI2	NA	NA	NA	NA	0	NA	NA
IDI1	0.05	1.00381278847051	7	3.42481622530935	13	0.00251640297599388	0.398853143855653
WDR37	0.05	1.00682341995794	14	2.17969782408149	67	1.74827843800022e-05	0.943972731145056
ADARB2	0.05	0.999485778866122	15	2.43327472163824	102	0.00338208783685175	0.327928435305259
PFKP	NA	NA	NA	NA	0	NA	NA
PITRM1	0.05	1.00645825224793	12	3.05746839543875	16	0.00244589683336796	0.405548197488438
KLF6	NA	NA	NA	NA	0	NA	NA
AKR1E2	0.05	0.992033585621481	14	2.58207667898557	60	0.0053302676573011	0.219164777437117
AKR1C1	0.05	0.974119415420732	23	1.71997042174853	161	0.024843163734816	0.00767886627896489
AKR1C2	0.05	0.979694564442155	17	2.75426316342469	10	0.0225507224251114	0.0111356525871576
AKR1C3	0.05	1.00344563656717	10	2.93479254601473	36	0.000388765634222714	0.740317452653709
AKR1CL1	0.05	0.997695983363124	14	2.46399460813325	60	0.00194635854033661	0.458161201033628
AKR1C4	0.05	0.91919443025496	34	1.09601933059205	285	0.0799161706624425	1.22988148288004e-06
UCN3	NA	NA	NA	NA	0	NA	NA
TUBAL3	NA	NA	NA	NA	0	NA	NA
NET1	0.05	0.982910772763073	13	2.48487335926381	45	0.0140539968815571	0.04554261682341
CALML5	0.05	0.993542354576623	9	3.18579143214509	9	0.00389958396097948	0.293436212090319
CALML3	NA	NA	NA	NA	0	NA	NA
ASB13	NA	NA	NA	NA	0	NA	NA
FAM208B	NA	NA	NA	NA	0	NA	NA
GDI2	NA	NA	NA	NA	0	NA	NA
ANKRD16	NA	NA	NA	NA	0	NA	NA
FBXO18	NA	NA	NA	NA	0	NA	NA
IL15RA	0.05	0.986876220465552	10	3.41025135930384	50	0.0101761160752749	0.089159223741129
IL2RA	0.05	0.946193622173357	36	0.852542783319747	351	0.0630907050645384	1.78083994218153e-05
RBM17	0.05	1.00371318150583	8	3.0750703573082	18	0.00265145758573405	0.386465778278858
PFKFB3	0.05	0.97152325924359	16	2.46670266289947	56	0.0286704645896048	0.00414807892513538
AL137145.1	NA	NA	NA	NA	0	NA	NA
DKFZP667F0711	0.05	1.0058308556289	4	3.9601720043259	1	0.0300999351444965	0.00329967155525948
PRKCQ	0.05	0.99270159102425	11	2.63117823669738	39	0.00396189362970931	0.289604213142919
SFMBT2	NA	NA	NA	NA	0	NA	NA
ITIH5	NA	NA	NA	NA	0	NA	NA
ITIH2	NA	NA	NA	NA	0	NA	NA
KIN	0.05	1.0013769235582	12	2.57493095865418	33	1.01470521465611e-05	0.957301440188806
ATP5C1	NA	NA	NA	NA	0	NA	NA
TAF3	NA	NA	NA	NA	0	NA	NA
GATA3	0.05	0.989328674500308	15	2.62231612516277	43	0.0072890679523793	0.150546123822433
CELF2	NA	NA	NA	NA	0	NA	NA
USP6NL	NA	NA	NA	NA	0	NA	NA
ECHDC3	0.05	0.962739851335567	29	1.43915893277723	203	0.0365597093307992	0.00117979612287802
PROSER2	NA	NA	NA	NA	0	NA	NA
UPF2	NA	NA	NA	NA	0	NA	NA
DHTKD1	0.05	0.997471507727778	9	3.18331260084932	9	4.02972755989777e-07	0.991487065845178
SEC61A2	NA	NA	NA	NA	0	NA	NA
NUDT5	0.05	1.00532676053608	10	2.63501672535305	43	0.00036998447440362	0.746447871859719
CDC123	NA	NA	NA	NA	0	NA	NA
CAMK1D	NA	NA	NA	NA	0	NA	NA
CCDC3	NA	NA	NA	NA	0	NA	NA
OPTN	NA	NA	NA	NA	0	NA	NA
MCM10	0.05	0.98980786519775	18	1.78658458513563	134	0.0101136969107856	0.0901510358022202
UCMA	NA	NA	NA	NA	0	NA	NA
PHYH	0.05	0.990044707326444	15	2.1305227492214	76	0.00806196257363415	0.130483653737166
AL138764.1	0.05	0.996470221067054	9	3.36745762407527	21	0.000654247266335601	0.667207781781722
SEPHS1	0.05	0.999416048399165	10	3.13813514144982	11	1.59745885599751e-06	0.983051472286118
BEND7	0.05	0.992288988833376	12	3.11892645352027	16	0.0043085560518148	0.269400014716124
PRPF18	NA	NA	NA	NA	0	NA	NA
RP11-295P9.3	NA	NA	NA	NA	0	NA	NA
FRMD4A	NA	NA	NA	NA	0	NA	NA
FAM107B	0.05	0.995610864007301	8	3.03364684332919	11	0.00102842692209521	0.589784714228915
CDNF	0.05	0.998744812950852	10	2.62696516247157	26	0.000308475312521408	0.767821928652305
HSPA14	NA	NA	NA	NA	0	NA	NA
SUV39H2	NA	NA	NA	NA	0	NA	NA
