gene	alpha	cvm	lambda.iteration	lambda.min	n.snps	R2	pval
TUBB8	NA	NA	NA	NA	0	NA	NA
ZMYND11	0.05	1.00260118670974	6	3.33352827524162	6	0.00833067720962966	0.12828903218368
DIP2C	NA	NA	NA	NA	0	NA	NA
PRR26	NA	NA	NA	NA	0	NA	NA
LARP4B	0.05	1.00000688851797	17	2.16703236854111	58	0.00262344747538811	0.394072808404109
AL359878.1	0.05	1.00888703762711	8	2.84253604268571	23	0.00839576644423117	0.126801145249912
GTPBP4	0.05	0.994477916982907	15	2.16614865672707	86	0.00523488497274302	0.228327309716418
IDI2	NA	NA	NA	NA	0	NA	NA
IDI1	NA	NA	NA	NA	0	NA	NA
WDR37	0.05	1.00598277510825	2	3.9041226067627	5	0.0277243258299831	0.00530008558713455
ADARB2	NA	NA	NA	NA	0	NA	NA
PFKP	0.05	1.0084878171633	2	4.38012403652917	3	0.0383935559074859	0.00100135428902328
PITRM1	NA	NA	NA	NA	0	NA	NA
KLF6	NA	NA	NA	NA	0	NA	NA
AKR1E2	0.05	0.986392813019292	15	2.41213237160841	45	0.0100643386297974	0.0944469539586826
AKR1C1	NA	NA	NA	NA	0	NA	NA
AKR1C2	NA	NA	NA	NA	0	NA	NA
AKR1C3	NA	NA	NA	NA	0	NA	NA
AKR1CL1	NA	NA	NA	NA	0	NA	NA
AKR1C4	NA	NA	NA	NA	0	NA	NA
UCN3	0.05	1.00169380257737	9	2.73474259046349	35	1.92176126146481e-06	0.981609249605332
TUBAL3	NA	NA	NA	NA	0	NA	NA
NET1	0.05	0.997584697799127	2	3.63579415000884	1	0.00349404511431866	0.32523013760631
CALML5	NA	NA	NA	NA	0	NA	NA
CALML3	0.05	0.969031222225239	23	1.77162198083573	168	0.0283880506410963	0.00477455593109802
ASB13	NA	NA	NA	NA	0	NA	NA
FAM208B	NA	NA	NA	NA	0	NA	NA
GDI2	0.05	0.998029395518831	12	2.33219992234474	71	0.00202905030311417	0.453614908125471
ANKRD16	0.05	1.00250021458006	6	3.55618063154524	4	0.00506629839720109	0.23598901752777
