gene	alpha	cvm	lambda.iteration	lambda.min	n.snps	R2	pval
TUBB8	0.5	1.00157843283501	20	0.181402945488231	28	0.00490765456837055	0.227921543785131
ZMYND11	NA	NA	NA	NA	0	NA	NA
DIP2C	0.5	0.990603711579094	10	0.246723934581299	12	0.00682147747349548	0.154967666920013
PRR26	0.5	1.00036368313478	5	0.347295403791916	3	0.00017987342836648	0.817657415983412
LARP4B	NA	NA	NA	NA	0	NA	NA
AL359878.1	NA	NA	NA	NA	0	NA	NA
GTPBP4	NA	NA	NA	NA	0	NA	NA
IDI2	NA	NA	NA	NA	0	NA	NA
IDI1	0.5	0.988966240639293	12	0.275405198986408	21	0.0110275370815326	0.0702680513557227
WDR37	NA	NA	NA	NA	0	NA	NA
ADARB2	0.5	1.00699740010943	3	0.380621855881658	5	0.00380881958027029	0.288275595285284
PFKP	NA	NA	NA	NA	0	NA	NA
PITRM1	0.5	1.00542588380243	3	0.385424089038219	6	0.0107591183479245	0.073793518086623
KLF6	0.5	1.00308321965231	8	0.31852238920712	8	4.49685930755649e-06	0.970921093020814
AKR1E2	NA	NA	NA	NA	0	NA	NA
AKR1C1	NA	NA	NA	NA	0	NA	NA
AKR1C2	NA	NA	NA	NA	0	NA	NA
AKR1C3	0.5	1.00261147327251	8	0.252289586907228	19	0.000434406551142716	0.720101769585124
AKR1CL1	NA	NA	NA	NA	0	NA	NA
AKR1C4	0.5	1.00441666930879	3	0.39569697856244	2	0.0103194667200895	0.0799826381695368
UCN3	0.5	0.99496959426168	6	0.326664925020203	3	0.00190473886101287	0.45289837193355
TUBAL3	NA	NA	NA	NA	0	NA	NA
NET1	0.5	0.997132315733691	6	0.283805265325633	10	0.00132146032868353	0.531905225118777
CALML5	0.5	0.988201725096635	11	0.2526424698657	62	0.00958848163668682	0.0915403036208053
CALML3	NA	NA	NA	NA	0	NA	NA
ASB13	NA	NA	NA	NA	0	NA	NA
FAM208B	0.5	1.00101822098386	3	0.380112173211387	1	0.0030096730508562	0.345287395165708
GDI2	NA	NA	NA	NA	0	NA	NA
ANKRD16	NA	NA	NA	NA	0	NA	NA
FBXO18	NA	NA	NA	NA	0	NA	NA
IL15RA	0.5	1.01040153323224	9	0.291388579991086	15	0.000153824719869383	0.83116268747883
IL2RA	NA	NA	NA	NA	0	NA	NA
RBM17	NA	NA	NA	NA	0	NA	NA
PFKFB3	NA	NA	NA	NA	0	NA	NA
AL137145.1	NA	NA	NA	NA	0	NA	NA
DKFZP667F0711	0.5	0.972868263468458	12	0.25420219431833	24	0.024036005217698	0.00733343959539817
PRKCQ	NA	NA	NA	NA	0	NA	NA
SFMBT2	NA	NA	NA	NA	0	NA	NA
ITIH5	0.5	0.992829525549048	8	0.339939456051528	3	0.00385804835972009	0.285175197481987
ITIH2	NA	NA	NA	NA	0	NA	NA
KIN	0.5	1.00033986351222	5	0.334609737907818	2	0.000596664987650945	0.674513813152419
ATP5C1	0.5	0.98384680148638	10	0.299479266844003	9	0.01330574287894	0.0466420968200525
TAF3	0.5	0.989628188049825	19	0.207543754823645	47	0.0162603812925836	0.0277351616420794
GATA3	0.5	1.00553333221299	2	0.440645358612042	1	0.0177316624486823	0.0214884334235631
CELF2	0.5	1.0003875777726	4	0.356205422924946	2	0.00137444649209987	0.523787606679011
USP6NL	0.5	0.997233978622978	7	0.320163153502737	6	0.000895891494473312	0.606804147731898
ECHDC3	0.5	0.996052357790235	6	0.318793623088665	3	0.00110315494647987	0.567927389357215
PROSER2	NA	NA	NA	NA	0	NA	NA
UPF2	NA	NA	NA	NA	0	NA	NA
DHTKD1	NA	NA	NA	NA	0	NA	NA
SEC61A2	NA	NA	NA	NA	0	NA	NA
NUDT5	0.5	0.993175874680778	8	0.29652147588701	7	0.00353121940931672	0.306586458250282
CDC123	0.5	0.981671272230472	18	0.198332210912683	56	0.0225151399534277	0.0094841928886125
CAMK1D	NA	NA	NA	NA	0	NA	NA
CCDC3	NA	NA	NA	NA	0	NA	NA
OPTN	NA	NA	NA	NA	0	NA	NA
MCM10	0.5	0.997799538963878	10	0.30175490149805	10	0.00187726326515249	0.456178995060744
UCMA	NA	NA	NA	NA	0	NA	NA
PHYH	NA	NA	NA	NA	0	NA	NA
AL138764.1	NA	NA	NA	NA	0	NA	NA
SEPHS1	NA	NA	NA	NA	0	NA	NA
BEND7	NA	NA	NA	NA	0	NA	NA
PRPF18	0.5	0.971399406081969	18	0.219901595024886	30	0.0261835686347008	0.0051091779034498
RP11-295P9.3	NA	NA	NA	NA	0	NA	NA
FRMD4A	NA	NA	NA	NA	0	NA	NA
FAM107B	0.5	1.00007443784099	5	0.346795206354091	5	0.000352066024496358	0.747017890619103
CDNF	0.5	0.999833035089941	3	0.384264143617487	1	0.00223522093570725	0.416119615347839
HSPA14	NA	NA	NA	NA	0	NA	NA
SUV39H2	NA	NA	NA	NA	0	NA	NA
DCLRE1C	0.5	1.00234274189348	3	0.359591474716689	1	0.00852089381703422	0.111790894862412
MEIG1	0.5	0.985377924294303	14	0.266876855159406	12	0.0114798182102584	0.0647271557517261
OLAH	NA	NA	NA	NA	0	NA	NA
ACBD7	0.5	0.993357374648484	6	0.353508001238518	2	0.00339751511343428	0.31594072687942
C10orf111	0.5	0.999027987887436	7	0.333201791022681	4	0.000170946177664697	0.822162645816219
RPP38	0.5	1.0092027340283	7	0.290609359171569	10	0.000531386312491327	0.691871687710728
NMT2	0.5	0.99138239835784	13	0.200749240216666	29	0.00994055977974209	0.0857638602938754
FAM171A1	NA	NA	NA	NA	0	NA	NA
ITGA8	0.5	0.987440321596685	11	0.315123641409728	4	0.00942616541775095	0.0943436724510541
FAM188A	NA	NA	NA	NA	0	NA	NA
PTER	0.5	0.966184590503016	25	0.129573751009265	74	0.0432100254879129	0.00030284088001916
C1QL3	NA	NA	NA	NA	0	NA	NA
RSU1	0.5	0.993571016506322	13	0.257000547488988	25	0.00753917253480413	0.134805690406696
CUBN	0.5	0.993143472026206	17	0.192736811039635	52	0.0119180493597477	0.0597990433615482
TRDMT1	NA	NA	NA	NA	0	NA	NA
VIM	NA	NA	NA	NA	0	NA	NA
ST8SIA6	NA	NA	NA	NA	0	NA	NA
PTPLA	NA	NA	NA	NA	0	NA	NA
STAM	NA	NA	NA	NA	0	NA	NA
TMEM236	NA	NA	NA	NA	0	NA	NA
MRC1L1	0.5	0.989985869225995	7	0.355491574159613	1	0.00758356372631276	0.133658525391042
TMEM236	0.5	1.00383380304168	9	0.285363445339097	6	0.00015393306168946	0.831104131513195
MRC1	NA	NA	NA	NA	0	NA	NA
SLC39A12	0.5	0.998601808687364	2	0.347108806850289	3	6.5906690968073e-10	0.999647885544654
CACNB2	NA	NA	NA	NA	0	NA	NA
NSUN6	NA	NA	NA	NA	0	NA	NA
ARL5B	0.5	0.98500634287437	26	0.129600592504347	88	0.036049926828285	0.000988179639226366
C10orf112	0.5	0.989550084870587	9	0.288204804724312	12	0.00716642295493229	0.144883680524062
PLXDC2	0.5	1.00587881719082	8	0.308885678580108	6	0.000293940987494639	0.768191479772403
NEBL	NA	NA	NA	NA	0	NA	NA
C10orf113	0.5	1.00822983643362	7	0.295110387443468	10	0.00177076276986399	0.469256966573236
CASC10	0.5	1.00530273686248	7	0.269656769637376	4	0.000878582895061224	0.610301745381461
SKIDA1	0.5	1.00093723623685	13	0.199848580253061	29	0.0045139129323227	0.247584301084228
MLLT10	0.5	0.987048673566807	19	0.203983793579151	28	0.0143396740686534	0.0388351673615399
DNAJC1	NA	NA	NA	NA	0	NA	NA
EBLN1	NA	NA	NA	NA	0	NA	NA
COMMD3	NA	NA	NA	NA	0	NA	NA
BMI1	NA	NA	NA	NA	0	NA	NA
SPAG6	NA	NA	NA	NA	0	NA	NA
PIP4K2A	0.5	1.00395769288685	8	0.263533954909238	7	0.000133703151211534	0.842437809603921
ARMC3	NA	NA	NA	NA	0	NA	NA
MSRB2	NA	NA	NA	NA	0	NA	NA
PTF1A	NA	NA	NA	NA	0	NA	NA
C10orf115	NA	NA	NA	NA	0	NA	NA
C10orf67	0.5	1.00877173257053	2	0.398368490213074	1	0.0251627111400039	0.00606540386668347
OTUD1	NA	NA	NA	NA	0	NA	NA
KIAA1217	NA	NA	NA	NA	0	NA	NA
AL353583.1	NA	NA	NA	NA	0	NA	NA
ARHGAP21	0.5	0.997565957565043	11	0.282249344791549	11	0.00238444569984924	0.400959676177147
PRTFDC1	NA	NA	NA	NA	0	NA	NA
ENKUR	NA	NA	NA	NA	0	NA	NA
THNSL1	NA	NA	NA	NA	0	NA	NA
GPR158	0.5	0.995176230647475	9	0.295888963326233	10	0.00297392241883042	0.348172913209194
MYO3A	NA	NA	NA	NA	0	NA	NA
GAD2	NA	NA	NA	NA	0	NA	NA
APBB1IP	0.5	1.00025662447977	16	0.213637915614551	46	0.00686284467105884	0.153717589791721
PDSS1	0.5	0.992152925965586	16	0.227799859384978	20	0.0102818872355934	0.0805368672665974
ABI1	0.5	0.99945736088335	9	0.288514632371147	7	0.00116246064409409	0.557696971638144
ANKRD26	0.5	0.995334798564637	7	0.320442322535876	7	0.00184741068796012	0.459785961366156
YME1L1	0.5	1.00500954710222	3	0.345138258646074	3	0.00708798184801303	0.147110272611143
MASTL	NA	NA	NA	NA	0	NA	NA
ACBD5	NA	NA	NA	NA	0	NA	NA
PTCHD3	0.5	0.994210583365602	7	0.345950182073634	3	0.00318059782550101	0.331926718569848
RAB18	0.5	0.975708611762812	21	0.187255543248731	30	0.0233212451566601	0.00827444401785145
MKX	NA	NA	NA	NA	0	NA	NA
ARMC4	NA	NA	NA	NA	0	NA	NA
MPP7	NA	NA	NA	NA	0	NA	NA
WAC	NA	NA	NA	NA	0	NA	NA
BAMBI	NA	NA	NA	NA	0	NA	NA
C10orf126	0.5	1.00488152834055	11	0.255947875818704	14	0.00128708574150634	0.537293302615418
LYZL1	0.5	1.0045735765984	8	0.319641132920464	6	9.297985407599e-05	0.868344671303486
SVIL	0.5	1.003022782391	7	0.329803952080332	5	0.000530105847976426	0.692224237815572
KIAA1462	NA	NA	NA	NA	0	NA	NA
MTPAP	0.5	1.00079790978661	3	0.319333637087025	2	0.00120883737439184	0.549938086165843
MAP3K8	0.5	0.998249191415165	4	0.347241342993045	4	1.5989284108876e-05	0.945198370677036
LYZL2	NA	NA	NA	NA	0	NA	NA
ZNF438	NA	NA	NA	NA	0	NA	NA
ZEB1	NA	NA	NA	NA	0	NA	NA
ARHGAP12	NA	NA	NA	NA	0	NA	NA
KIF5B	NA	NA	NA	NA	0	NA	NA
EPC1	NA	NA	NA	NA	0	NA	NA
CCDC7	NA	NA	NA	NA	0	NA	NA
C10orf68	NA	NA	NA	NA	0	NA	NA
ITGB1	NA	NA	NA	NA	0	NA	NA
NRP1	NA	NA	NA	NA	0	NA	NA
PARD3	NA	NA	NA	NA	0	NA	NA
CUL2	0.5	0.999351428419309	5	0.313108155095513	3	0.000124167220610591	0.848089921399666
CREM	0.5	1.00272100337834	4	0.345174495064257	4	0.00166650876231853	0.482652089045738
CCNY	NA	NA	NA	NA	0	NA	NA
GJD4	NA	NA	NA	NA	0	NA	NA
FZD8	0.5	0.997761264661155	12	0.238099118498753	15	0.00444101817447049	0.251446984518778
NAMPTL	0.5	0.967084139674792	21	0.147415848511984	49	0.0367816989642034	0.000875467504218876
ANKRD30A	0.5	0.963788280331117	20	0.162254082431694	38	0.0356217295137773	0.00106078394705618
ZNF248	NA	NA	NA	NA	0	NA	NA
ZNF25	NA	NA	NA	NA	0	NA	NA
ZNF33A	0.5	0.989690550557282	23	0.112573633304158	31	0.0193561608493701	0.0162478534604303
ZNF37A	NA	NA	NA	NA	0	NA	NA
AL133216.1	NA	NA	NA	NA	0	NA	NA
ZNF33B	0.5	0.993348897771975	13	0.207010021367953	16	0.00764219182721518	0.132160053758407
BMS1	0.5	0.997012896244315	10	0.22418669210736	7	0.00252061688255759	0.387814354153386
RET	0.5	1.00238246726838	6	0.335688266173162	4	0.000623202686367972	0.667776461486076
CSGALNACT2	NA	NA	NA	NA	0	NA	NA
RASGEF1A	0.5	1.00239566431362	4	0.320307139883265	1	0.00433091893810556	0.257422008051853
FXYD4	NA	NA	NA	NA	0	NA	NA
HNRNPF	0.5	0.993287673109701	17	0.180625266422592	39	0.0130541885932701	0.0487795008841398
ZNF487	NA	NA	NA	NA	0	NA	NA
ZNF239	0.5	1.00154898988808	10	0.249409893030728	26	0.00127870755856529	0.538621582263519
ZNF485	0.5	0.995497276272394	7	0.326365087977182	4	0.00211147044431062	0.429342927178006
ZNF32	0.5	0.997755465821249	5	0.349140339894189	3	6.36895189751838e-05	0.890881239501075
CXCL12	0.5	0.97500818214356	13	0.23225641585377	27	0.0217438578881631	0.0108103820818647
TMEM72	0.5	0.998763237674859	8	0.3318296629782	6	0.000445074898008731	0.716831249386981
RASSF4	NA	NA	NA	NA	0	NA	NA
C10orf10	0.5	0.998083321427644	6	0.2911537145414	5	0.000505470510585331	0.699105067788357
C10orf25	0.5	0.984518567502047	13	0.245640782262504	8	0.01218415190013	0.057001710079467
ZNF22	NA	NA	NA	NA	0	NA	NA
OR13A1	NA	NA	NA	NA	0	NA	NA
ALOX5	0.5	0.97985298794434	11	0.241652416808862	11	0.0170195751939695	0.0243069830053793
MARCH8	NA	NA	NA	NA	0	NA	NA
ZFAND4	NA	NA	NA	NA	0	NA	NA
FAM21C	NA	NA	NA	NA	0	NA	NA
FAM25E	NA	NA	NA	NA	0	NA	NA
AGAP4	0.5	1.00883822081537	13	0.20402924707726	13	0.000108925113037166	0.857613104929167
PTPN20A	0.5	1.00027844350293	9	0.238465779295597	5	0.000272759533257869	0.776470355139493
SYT15	NA	NA	NA	NA	0	NA	NA
GPRIN2	0.5	0.996635050342394	8	0.281170034742993	4	0.00107667131953806	0.572614025450323
NPY4R	NA	NA	NA	NA	0	NA	NA
ANXA8L1	NA	NA	NA	NA	0	NA	NA
FAM25B	0.5	0.994284474738372	5	0.273231429107811	4	0.00267470653503037	0.373666229416548
AGAP10	0.5	1.00110600264792	6	0.201843950081143	9	0.000983318544933921	0.58976331838119
ANTXRL	0.5	1.00695669409149	5	0.3337501408693	5	0.00266048520279107	0.374941316181801
ANXA8L2	NA	NA	NA	NA	0	NA	NA
AL603965.1	NA	NA	NA	NA	0	NA	NA
FAM21B	NA	NA	NA	NA	0	NA	NA
ASAH2C	NA	NA	NA	NA	0	NA	NA
AGAP9	NA	NA	NA	NA	0	NA	NA
FAM25G	NA	NA	NA	NA	0	NA	NA
ANXA8	0.5	1.00556342111192	4	0.317412794683213	1	0.0114187588484227	0.0654472692745008
ZNF488	0.5	0.992747862879154	9	0.299335760408096	1	0.00393733998764908	0.28026945285684
RBP3	NA	NA	NA	NA	0	NA	NA
GDF2	NA	NA	NA	NA	0	NA	NA
GDF10	0.5	0.96069445129014	16	0.270819731005204	5	0.0403807656125175	0.000482990699265624
PTPN20B	NA	NA	NA	NA	0	NA	NA
FAM25C	0.5	0.99788856674863	3	0.367634281467277	3	8.52168305813811e-05	0.873912703357863
FRMPD2	NA	NA	NA	NA	0	NA	NA
MAPK8	0.5	0.997130145623485	11	0.319998824345206	4	0.00285433688328082	0.358066220066825
ARHGAP22	0.5	1.00351298649492	15	0.194648722214731	35	0.00890478753702219	0.103996653096003
