gene	alpha	cvm	lambda.iteration	lambda.min	n.snps	R2	pval
TUBB8	NA	NA	NA	NA	0	NA	NA
ZMYND11	NA	NA	NA	NA	0	NA	NA
DIP2C	0.05	1.00311072772033	3	3.62857852080833	1	0.0222318005388328	0.00934294448281802
PRR26	0.05	0.989196796892179	24	1.30068341331815	186	0.02050437667924	0.0125913515425898
LARP4B	0.05	0.997590650916442	9	2.89192109370898	11	0.000227819231734961	0.793581195055979
AL359878.1	NA	NA	NA	NA	0	NA	NA
GTPBP4	0.05	1.01147200136303	9	2.67706066761871	25	0.00733314825171861	0.136964486079278
IDI2	0.05	1.00846866871087	8	2.63319148319701	33	0.00308687734960382	0.335111728356642
IDI1	0.05	0.988884675384427	10	3.05498824399472	8	0.00993931959003557	0.0831763681668341
WDR37	0.05	0.992580619743113	11	2.37431819709074	36	0.00414332517511538	0.264000225752111
ADARB2	NA	NA	NA	NA	0	NA	NA
PFKP	0.05	1.00234949844155	6	3.21319875993774	3	0.00767220915568464	0.128181234024312
PITRM1	0.05	1.00092175326503	8	3.69626296671271	2	0.0033290169681325	0.316817323498714
KLF6	0.05	0.983152845787355	15	2.22969921203514	77	0.0140862715295573	0.0389502753937167
AKR1E2	0.05	1.00935341447168	2	3.8946753374226	1	0.0530918698673139	5.14645538274712e-05
AKR1C1	NA	NA	NA	NA	0	NA	NA
AKR1C2	NA	NA	NA	NA	0	NA	NA
AKR1C3	0.05	0.965588175548868	20	1.65455755478131	119	0.0314743575298956	0.00193505670854712
AKR1CL1	NA	NA	NA	NA	0	NA	NA
AKR1C4	NA	NA	NA	NA	0	NA	NA
UCN3	0.05	1.00345883927733	8	3.45977609415571	6	0.00703768837560274	0.145167712875672
TUBAL3	0.05	0.998054134411957	9	2.78160633082585	21	8.60225717630223e-05	0.872264908511036
NET1	0.05	1.00106366966867	7	3.584094272377	1	0.00711959855149682	0.142839766654582
CALML5	NA	NA	NA	NA	0	NA	NA
CALML3	0.05	0.974410195348946	20	2.0958476895574	77	0.0227482377861885	0.00854838426481246
ASB13	NA	NA	NA	NA	0	NA	NA
FAM208B	NA	NA	NA	NA	0	NA	NA
GDI2	NA	NA	NA	NA	0	NA	NA
ANKRD16	NA	NA	NA	NA	0	NA	NA
FBXO18	NA	NA	NA	NA	0	NA	NA
IL15RA	NA	NA	NA	NA	0	NA	NA
IL2RA	0.05	0.940909158515333	25	1.35779639771503	204	0.0586907638913537	2.01454861699649e-05
RBM17	NA	NA	NA	NA	0	NA	NA
PFKFB3	0.05	1.00552643326253	3	3.29850478151955	4	0.0216787228450226	0.0102776048702458
AL137145.1	0.05	0.990278418258618	14	2.2171862211509	78	0.00756283343343632	0.130944242987898
DKFZP667F0711	0.05	0.989152492369133	13	2.40256224305126	34	0.00759874235859186	0.130029906567367
PRKCQ	NA	NA	NA	NA	0	NA	NA
SFMBT2	NA	NA	NA	NA	0	NA	NA
ITIH5	NA	NA	NA	NA	0	NA	NA
ITIH2	0.05	0.9899332364303	13	2.31270293577778	83	0.00714388650792941	0.142157546562866
KIN	0.05	0.999312000507823	8	2.69846320632992	23	6.06573884725308e-07	0.98922812445881
ATP5C1	NA	NA	NA	NA	0	NA	NA
TAF3	NA	NA	NA	NA	0	NA	NA
GATA3	0.05	1.00483744931094	5	3.53906519101739	5	0.0222254594470156	0.00935315432788617
CELF2	NA	NA	NA	NA	0	NA	NA
USP6NL	0.05	1.00440861756566	3	4.08368201944903	1	0.0279772796645861	0.00349903820299082
ECHDC3	0.05	1.00254456556311	8	2.99099301712268	11	0.00399243808737183	0.272896118089423
PROSER2	0.05	1.00048794979298	14	2.190104658773	71	0.0010464313903001	0.574860273732881
UPF2	0.05	1.0080352516234	11	2.39124628197175	48	0.00174765822212408	0.468449239648123
DHTKD1	NA	NA	NA	NA	0	NA	NA
SEC61A2	NA	NA	NA	NA	0	NA	NA
NUDT5	NA	NA	NA	NA	0	NA	NA
CDC123	0.05	1.00202162401095	7	3.08035437144976	6	0.00423254670500103	0.25890884452447
CAMK1D	0.05	0.992714783004527	10	2.96444244615704	11	0.00399873688253384	0.272517362910182
CCDC3	0.05	0.985414752467146	23	1.4740552737388	185	0.018748683398164	0.0170863099245139
OPTN	0.05	0.996962189970161	17	2.03690505267871	126	0.00543194589606243	0.200771600982683
MCM10	0.05	0.974816130815245	14	1.9842590158711	91	0.0222698608323125	0.00928190131383434
UCMA	NA	NA	NA	NA	0	NA	NA
PHYH	NA	NA	NA	NA	0	NA	NA
AL138764.1	0.05	0.987738056509279	28	1.2274847143467	252	0.0234974221187291	0.00751611604867381
SEPHS1	NA	NA	NA	NA	0	NA	NA
BEND7	0.05	1.00055865441875	3	3.38752799312187	3	0.00841009927476292	0.111140517752944
PRPF18	0.05	1.00609420948194	13	2.05834821498137	86	0.000736146858284188	0.638055778346966
RP11-295P9.3	NA	NA	NA	NA	0	NA	NA
FRMD4A	NA	NA	NA	NA	0	NA	NA
FAM107B	NA	NA	NA	NA	0	NA	NA
CDNF	NA	NA	NA	NA	0	NA	NA
HSPA14	NA	NA	NA	NA	0	NA	NA
SUV39H2	NA	NA	NA	NA	0	NA	NA
DCLRE1C	NA	NA	NA	NA	0	NA	NA
MEIG1	NA	NA	NA	NA	0	NA	NA
OLAH	NA	NA	NA	NA	0	NA	NA
ACBD7	NA	NA	NA	NA	0	NA	NA
C10orf111	NA	NA	NA	NA	0	NA	NA
RPP38	NA	NA	NA	NA	0	NA	NA
NMT2	NA	NA	NA	NA	0	NA	NA
FAM171A1	0.05	0.986433547583706	15	2.06459109563307	62	0.0106802034412928	0.072447779866104
ITGA8	0.05	0.998608695594094	9	3.02938693166316	17	3.09027091630932e-06	0.975689493857815
FAM188A	NA	NA	NA	NA	0	NA	NA
PTER	NA	NA	NA	NA	0	NA	NA
C1QL3	0.05	0.991739720135798	10	2.7232731645162	46	0.00508045766514798	0.216026614499199
RSU1	0.05	1.00617923980153	9	2.74811416630147	9	0.00815712579321446	0.116684059240735
CUBN	0.05	0.96575044025974	19	1.70310271767407	100	0.0315382599149479	0.00191427773488427
TRDMT1	0.05	1.00336111628544	8	2.79637365371014	10	0.00526527006445604	0.207841646468727
VIM	NA	NA	NA	NA	0	NA	NA
ST8SIA6	0.05	1.0111835867192	9	2.58553429592946	41	0.00354066726364416	0.301882324251685
PTPLA	0.05	1.00313280109066	16	2.02523046795666	67	0.00053785164394322	0.687625326005512
STAM	0.05	1.0022376264269	6	3.23156202749785	12	0.00173569000022602	0.469977507233002
TMEM236	0.05	1.0005685541887	8	3.10897609170146	5	0.00156915249821195	0.492113724264728
MRC1L1	NA	NA	NA	NA	0	NA	NA
TMEM236	0.05	0.985133468789491	17	2.31901362244896	42	0.0118728967972447	0.0581574355742543
MRC1	NA	NA	NA	NA	0	NA	NA
SLC39A12	0.05	1.00127125092822	2	3.47260501675	2	0.0155911714471795	0.0297778507157446
CACNB2	0.05	0.993130034742838	14	2.54478858979491	15	0.00362565487195573	0.296141036807145
NSUN6	NA	NA	NA	NA	0	NA	NA
ARL5B	NA	NA	NA	NA	0	NA	NA
C10orf112	NA	NA	NA	NA	0	NA	NA
PLXDC2	NA	NA	NA	NA	0	NA	NA
NEBL	NA	NA	NA	NA	0	NA	NA
C10orf113	NA	NA	NA	NA	0	NA	NA
CASC10	NA	NA	NA	NA	0	NA	NA
SKIDA1	0.05	0.993069945397099	15	2.30873325364399	57	0.00457681092165687	0.240358280633041
MLLT10	NA	NA	NA	NA	0	NA	NA
DNAJC1	0.05	0.998663900357005	10	2.55261920530682	7	9.64355600072384e-06	0.957068848823029
EBLN1	0.05	0.9900260536289	18	1.78662192609252	44	0.00865326057293524	0.106082844685775
COMMD3	0.05	1.00475064125532	5	3.21515507155716	5	0.0135344314510909	0.0430131849224553
BMI1	NA	NA	NA	NA	0	NA	NA
SPAG6	NA	NA	NA	NA	0	NA	NA
PIP4K2A	NA	NA	NA	NA	0	NA	NA
ARMC3	NA	NA	NA	NA	0	NA	NA
MSRB2	NA	NA	NA	NA	0	NA	NA
PTF1A	NA	NA	NA	NA	0	NA	NA
C10orf115	0.05	1.00122641736056	10	2.45177422470042	24	1.2755322588934e-05	0.950633499994172
C10orf67	NA	NA	NA	NA	0	NA	NA
OTUD1	0.05	1.00005632435637	9	2.65648752490732	11	6.37772118311037e-05	0.889892524868067
KIAA1217	NA	NA	NA	NA	0	NA	NA
AL353583.1	NA	NA	NA	NA	0	NA	NA
ARHGAP21	NA	NA	NA	NA	0	NA	NA
PRTFDC1	NA	NA	NA	NA	0	NA	NA
ENKUR	NA	NA	NA	NA	0	NA	NA
THNSL1	0.05	0.99922091684941	13	2.37074676743878	51	0.00132353385039885	0.528131218989639
GPR158	0.05	0.993018963406519	18	1.91875494076739	104	0.00636474133039126	0.165997648712945
