gene	alpha	cvm	lambda.iteration	lambda.min	n.snps	R2	pval
TUBB8	0.5	1.01702246840255	9	0.227227219884583	9	0.00183870072376289	0.475628566074704
ZMYND11	0.5	1.00025590279067	6	0.333352827524162	2	0.00011935341907622	0.855843318645935
DIP2C	NA	NA	NA	NA	0	NA	NA
PRR26	NA	NA	NA	NA	0	NA	NA
LARP4B	0.5	1.00393640592316	17	0.216703236854111	31	0.00780970340225908	0.140921731275391
AL359878.1	0.5	1.00411037808379	8	0.284253604268571	11	3.2431558936775e-05	0.924555650406224
GTPBP4	0.5	1.00447848011683	7	0.314271080967996	10	0.000138722519301928	0.844723020803863
IDI2	NA	NA	NA	NA	0	NA	NA
IDI1	NA	NA	NA	NA	0	NA	NA
WDR37	NA	NA	NA	NA	0	NA	NA
ADARB2	0.5	1.00294953411831	2	0.389193766661068	1	0.0129082375373221	0.0580451851511253
PFKP	NA	NA	NA	NA	0	NA	NA
PITRM1	NA	NA	NA	NA	0	NA	NA
KLF6	NA	NA	NA	NA	0	NA	NA
AKR1E2	0.5	0.991775617839809	9	0.31886970375761	9	0.00509970883525192	0.234446346393908
AKR1C1	NA	NA	NA	NA	0	NA	NA
AKR1C2	NA	NA	NA	NA	0	NA	NA
AKR1C3	NA	NA	NA	NA	0	NA	NA
AKR1CL1	NA	NA	NA	NA	0	NA	NA
AKR1C4	NA	NA	NA	NA	0	NA	NA
UCN3	NA	NA	NA	NA	0	NA	NA
TUBAL3	NA	NA	NA	NA	0	NA	NA
NET1	0.5	0.997634011455611	2	0.363579415000884	1	0.0004767533273508	0.716517488276269
CALML5	NA	NA	NA	NA	0	NA	NA
CALML3	0.5	0.967313952629613	15	0.257032015441247	29	0.0292310426347699	0.00418231348002079
ASB13	NA	NA	NA	NA	0	NA	NA
FAM208B	NA	NA	NA	NA	0	NA	NA
GDI2	NA	NA	NA	NA	0	NA	NA
ANKRD16	0.5	0.998039226704908	5	0.37255108493723	2	6.14781841415929e-05	0.896264806171296
FBXO18	NA	NA	NA	NA	0	NA	NA
IL15RA	NA	NA	NA	NA	0	NA	NA
IL2RA	0.5	0.989398318583847	9	0.34736353481507	9	0.00710630930509124	0.160244774696459
RBM17	NA	NA	NA	NA	0	NA	NA
PFKFB3	NA	NA	NA	NA	0	NA	NA
