gene	alpha	cvm	lambda.iteration	lambda.min	n.snps	R2	pval
TUBB8	NA	NA	NA	NA	0	NA	NA
ZMYND11	0.5	1.00186295772522	5	0.286651645234124	3	0.00136550044936096	0.483986639618302
DIP2C	0.5	0.989390103563819	14	0.227316048619289	16	0.00985244094927781	0.0595589929657257
PRR26	NA	NA	NA	NA	0	NA	NA
LARP4B	0.5	0.997445997563602	4	0.337985350885869	2	0.000132169562925635	0.827675970151914
AL359878.1	NA	NA	NA	NA	0	NA	NA
GTPBP4	NA	NA	NA	NA	0	NA	NA
IDI2	NA	NA	NA	NA	0	NA	NA
IDI1	NA	NA	NA	NA	0	NA	NA
WDR37	NA	NA	NA	NA	0	NA	NA
ADARB2	NA	NA	NA	NA	0	NA	NA
PFKP	0.5	1.00096614915687	5	0.383287071119354	1	0.000698069379573197	0.616831887206563
PITRM1	NA	NA	NA	NA	0	NA	NA
KLF6	0.5	1.00099338235729	5	0.333931554705391	1	0.000446015569704299	0.689218748828136
AKR1E2	NA	NA	NA	NA	0	NA	NA
AKR1C1	0.5	1.00303097887407	3	0.331237891347808	1	0.00622506783288524	0.134597074778977
AKR1C2	NA	NA	NA	NA	0	NA	NA
AKR1C3	NA	NA	NA	NA	0	NA	NA
AKR1CL1	NA	NA	NA	NA	0	NA	NA
AKR1C4	NA	NA	NA	NA	0	NA	NA
UCN3	NA	NA	NA	NA	0	NA	NA
TUBAL3	0.5	1.00597573840294	10	0.219025594573913	32	0.00147262185632163	0.46731206583916
NET1	0.5	1.00634552323363	11	0.222439480412303	25	0.000744924026151091	0.605246595724664
CALML5	NA	NA	NA	NA	0	NA	NA
CALML3	NA	NA	NA	NA	0	NA	NA
ASB13	0.5	0.996637470080842	9	0.266394223026252	8	0.0019390712486286	0.40418751078583
FAM208B	NA	NA	NA	NA	0	NA	NA
GDI2	0.5	0.978201410811295	16	0.177004679849725	50	0.0223339914227761	0.00443256164905708
ANKRD16	0.5	0.995400934791394	6	0.329660343633827	4	0.00211466036681937	0.383670049323141
FBXO18	0.5	1.00118496396698	6	0.321806163219545	9	0.000358300642328799	0.720019599505507
IL15RA	0.5	1.0012273371151	6	0.314719246761905	5	2.35169248009704e-06	0.976835957541472
IL2RA	NA	NA	NA	NA	0	NA	NA
RBM17	0.5	0.998156742062065	3	0.422404126690885	1	1.99864628642738e-05	0.932541511645709
PFKFB3	0.5	0.992638309639662	6	0.314503784158348	4	0.00471656011048329	0.192957671368515
AL137145.1	NA	NA	NA	NA	0	NA	NA
DKFZP667F0711	0.5	0.990487919126579	23	0.143886957325732	67	0.0208843508755017	0.00594680097777411
PRKCQ	NA	NA	NA	NA	0	NA	NA
SFMBT2	NA	NA	NA	NA	0	NA	NA
ITIH5	NA	NA	NA	NA	0	NA	NA
ITIH2	0.5	1.0007234999316	5	0.29700564474228	4	0.00062286288909744	0.636486964429793
KIN	0.5	0.99857876577951	4	0.340717291655187	1	0.00015582015051793	0.813153525401258
ATP5C1	NA	NA	NA	NA	0	NA	NA
TAF3	0.5	0.981276117822436	11	0.25409699485582	14	0.0160387037121508	0.016058098453482
GATA3	NA	NA	NA	NA	0	NA	NA
CELF2	0.5	0.985998663622229	8	0.310465869717925	2	0.0150956898896716	0.0195338250293087
USP6NL	NA	NA	NA	NA	0	NA	NA
ECHDC3	0.5	0.987762799945053	17	0.187399339703527	39	0.0144746909058528	0.0222374146318639
PROSER2	0.5	1.00008949016689	10	0.311646806170029	4	0.000567636070251062	0.651866109791248
UPF2	NA	NA	NA	NA	0	NA	NA
DHTKD1	NA	NA	NA	NA	0	NA	NA
SEC61A2	0.5	1.00383564727567	2	0.370288766898277	1	0.0105944014575283	0.0506937170298721
NUDT5	0.5	0.996581538182494	14	0.224490269720317	25	0.00452214779206371	0.202414190087831
CDC123	0.5	1.00738819406752	14	0.197979342463056	41	0.00515336038416204	0.173520841984982
CAMK1D	NA	NA	NA	NA	0	NA	NA
CCDC3	0.5	0.978272424588952	13	0.24001535305825	16	0.0190304959066101	0.00867662299081535
OPTN	0.5	0.992390599562395	8	0.264357742735731	13	0.00539978976936734	0.163552059873282
MCM10	0.5	1.00332313620658	9	0.247192132802803	17	0.000133539050759239	0.826799520551631
UCMA	NA	NA	NA	NA	0	NA	NA
PHYH	NA	NA	NA	NA	0	NA	NA
AL138764.1	0.5	0.997188235664484	5	0.311770272685104	4	0.000661408902112555	0.626240294869689
SEPHS1	NA	NA	NA	NA	0	NA	NA
BEND7	NA	NA	NA	NA	0	NA	NA
PRPF18	NA	NA	NA	NA	0	NA	NA
